"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47"
"Macropus_rufogriseus",0.0465306383704104,0.0131136425070337,0.0259969632517417,-0.0092428596688227,0.00534013675047595,0.00835316865557296,0.00801140412916367,-8.13141851796995e-05,-0.00495200258229273,-0.000269071133575638,-0.0057103427780767,-0.000532726310658832,-0.000132017843430017,0.000570844140876623,-0.00067554821817733,-0.000162010771446906,-0.00534301303870043,0.00447727098782575,-0.00265585168835326,-0.0052599596242854,-0.00535248293935286,0.00217736201923475,-0.00156337928499585,0.000127002685408467,-0.0019231586300544,-0.00253696529836134,-0.00526578356139201,0.00351885466452034,0.00233610122796228,0.00369458419514097,-0.00431465813277911,0.0043122000188278,0.000916059377066997,0.00295137627016467,0.00227968384074395,0.00176475229721357,0.00232306871009485,-0.00268621937942343,-0.00112049531607118,-0.000177718012507841,-0.000613504734597876,-0.000297912722370142,-0.000773940190819593,0.0003744099103193,-4.84855669901418e-05,0.000678861884348133,0.000214961506931768
"Macropus_rufus",0.0726916105407231,-0.0178393486088974,0.0333570348501774,0.00678475360099734,0.0199958059299947,-0.00603073138261038,0.00565821430384115,-0.00722470638033596,0.0174767859375634,0.018889173673806,0.0160685686314925,0.00949613725255182,-0.000886590303726884,0.0115262583552158,0.00210814514684162,-0.000891119507083222,0.000493591091850146,-0.000814336286087692,-0.00627357073655187,-0.00902988082774511,0.00333923676466887,0.000264303424134654,0.00146421495401275,-0.00192199786908173,-0.00292306323344155,0.00322510882674577,0.00252666985541268,-0.00606136817493061,0.000823274452786455,-0.00252312584284361,0.0038624126111648,0.00331446557263093,0.000102933814053986,-0.00111813150511319,-0.000310815093511006,0.00157350855763425,0.0010286134680387,-0.000277155656898701,-0.00126179528245682,0.000250561535709866,0.000990263452643176,0.000511268354256428,-0.000433217914437985,-0.000797943533460788,-0.00058986255377079,7.97282191672159e-05,3.14286835119084e-06
"Nambaroo_gillespieae",-0.0350272646001631,-0.0439930750177102,0.00771650800289431,-0.0148954097736073,0.00804304274324292,0.0209722890963286,-0.010558558122947,0.021573200994927,-0.013202735159499,0.00192463744015236,-0.00503154690014868,-0.000640089938238744,-0.00130752647239846,-0.00524604296206999,-0.00128041314354441,0.00735553492003825,-0.00813696743097226,-0.00331129196887306,-0.0064607376610862,-0.00953076955753768,-0.00095366912665293,-0.00736733898494987,-0.00327820153576553,0.000500256280780708,0.00398261782031987,-0.0083275370668958,0.0059416088968829,-0.00166453585270672,-0.00165808687568926,-0.00288330427197745,0.00272800180427682,-0.000546394484859649,-0.000161339891622646,0.00146720521988247,0.00148243286753726,7.63114157406704e-05,0.000438371790227274,0.00115192929343033,-0.00111769312789007,-0.000794023713048876,-0.00121303614604354,0.000488102211803662,-2.14598612123333e-05,0.000865452098599133,-0.00017454659895972,0.000105643165209044,-9.62531160237055e-05
"Onychogalea_fraenata",0.0238032580072212,0.00482574214285921,0.0191164825130672,0.00412825981822931,-0.00689427311241022,0.0271374678809106,0.0303423089294455,0.00978024543250924,-0.0108938293577352,0.00319135429873457,0.00966641478979905,0.00399609495140066,-0.00388082257954063,0.00748225422259543,0.000139782077577793,-0.00415986876340318,-0.00272942857394968,-0.00878541206792543,-0.00567715021824189,0.00968875259590222,-0.00380677909702049,0.00909356808949958,0.00555486626988302,-0.00271415854356725,0.00433339465125885,-0.000798411733238466,0.00254861820799646,0.00244954262971582,0.000797288239096315,-0.0039324588440786,0.00019826893027817,0.000398383230741501,0.00235595187797503,-2.49204158124054e-05,-0.0013527807584191,-0.00100509075401929,-5.06645858737578e-05,-0.00122867016701479,-7.97747310829249e-05,-0.00127957364046832,0.000957543671213157,-6.3061300264751e-05,0.00127195905296821,0.000543571270725995,0.000922372151678367,0.000104913745862719,0.000232239812934581
"Onychogalea_unguifera",0.0732986539670749,-0.0249341483597229,0.00298646559174101,-0.00163937808808611,0.00694642355747165,0.01190885009324,0.0354631498231531,0.0100927209613274,0.0294840219569621,0.000367427954437957,0.00844303815525223,-0.000330328487005635,0.0161296341846226,-0.000837509073181232,0.00560388884670469,0.00444497859773042,0.000572601137155589,0.00135321712780137,0.00403827535488283,0.00386124676017216,0.00386760303866158,-0.0062225146645126,0.00218248445721322,-0.00418351417171527,0.00328424990354868,8.269269733105e-05,-0.000607574933985129,0.00659283779438499,-0.0047822505719708,-0.000406484633842998,-0.00127488298500531,-0.000313615254844454,-0.00283412292577041,0.000311317759282284,0.000204184319618244,0.000259630193374247,-6.05513527964323e-05,0.0012427689960702,0.00042695886922145,0.000892582644710545,-0.00120020362820944,-0.000106774509829574,-0.000238036480933116,0.000296116267459224,-0.000209607946697807,-6.47661475875719e-05,0.000329691492624797
"Petrogale_assimilis",0.0157413912346697,0.0189140567900569,-0.0221874806871086,0.000138302629288565,-0.00597637604791737,0.00679967499671475,-0.00979328998480418,0.0176700460123571,0.00468675044061457,-0.00573747640903371,-0.00102352418967062,-0.00053579135366869,-0.00158657545426958,-0.00444032715610854,-0.00137312267054412,-0.00777933144939803,0.006328195578515,-0.0102435648200241,-0.0035502510376157,0.00577485722201347,0.00178248811941533,-0.00287772409946548,-0.000692179355963277,-0.006371210751255,-0.00443510966502493,0.000614153744509607,-0.00386021445567482,-0.00156332533119511,0.002522526680766,-0.00346880869224795,0.00128360554401013,-0.00109526308039177,0.000305667993228522,0.00142807965314505,-0.000847256704305148,-0.000177675418640567,0.00201435735781163,0.000844025136183509,0.00233707286443215,-0.00172093211318322,-0.000461025611315176,-0.00139996981023332,-0.000866703351940876,-0.000213595396013959,-0.00105864555955127,0.000992569144595776,-0.000172240786661044
"Petrogale_brachyotis",0.00320083070562824,0.0269344777214201,-0.0111307104760593,-0.0071940314877024,0.0081282316572954,0.00171744520526514,-0.0107019488496703,-0.0102355191657726,-0.00488472685621436,0.0109880682812136,0.00362358900620361,-0.00191719191176941,-0.00558489943913567,-0.0208640503469966,-0.00476565989705614,0.00401265925738354,0.00168358214033978,0.00265663731218536,-0.00910540531050754,-0.00307476285328007,0.00267069833506984,-0.00190583797967268,0.000995776446445545,-0.00639203718220658,-0.00447280753663825,0.00328654966119633,0.000698895003490526,0.00312626035014499,-0.00156158331592566,-0.000433280220093988,-0.000443926512190304,0.00110312161626072,0.000280640495270952,0.0025327955659768,-0.00253044620393832,-0.00351135356820965,-0.000309778021005943,-0.000390059712786376,-0.000788318417214575,0.0011502849791322,-0.00107678803522296,0.00119720200186469,0.00109640449079753,-0.000924834063737536,0.000132519752623173,0.000239078542068836,0.000348699002955641
"Petrogale_burbigei",0.00389532139312901,0.015500846250086,-0.0409895651611151,0.0217184100472952,-0.0107650850726093,-0.00828686833839182,-0.0184035354203555,0.0107224208808132,0.00836202996788729,-0.0151002726829091,0.00605887779102214,0.00218490232398242,-0.00321529547924857,0.0114983165627376,0.00699109780578256,0.00736156490094269,0.0024550540746986,-0.0103329050530657,-0.00670529458129191,-0.001548857228705,-0.00628278886958332,-0.00262778541221689,-0.00325738680570132,0.00158518533549651,-0.00364664994771661,0.00140112577667739,-0.00322625185870249,-0.000217421550170652,-0.00436006060920065,-0.00314534901200591,-0.00246660908330809,0.000653600979588381,-0.000717184124593551,-0.000695845353041957,0.00139045637462315,0.00108696840382218,-0.00244057108076652,-0.000404974378688012,-0.00105501178609872,-0.000129280685695026,-0.000128475355070654,0.00124831719426255,-0.000296381819623465,-0.000305460446809157,0.00122897334453376,0.000615988663042891,0.000124847522537696
"Petrogale_herberti",0.0344024559250201,-0.0136726903116153,-0.0448523185632774,-0.0130295652354722,0.0116405709802287,-0.00428943868206492,0.00155327530798528,0.0159289790909454,-0.00794248814698031,-0.00410860641799274,0.0105750335135689,-0.00555009308304343,-0.00160671632050868,-0.00402614405661564,-0.0116858732911084,-0.0143011733624714,0.00440701427424515,0.00518053579258122,-0.00155191816830198,-0.00254048020177151,0.00202323861241892,0.00632924775165671,-0.00707360649421251,0.000987633162622787,-0.00200074652868622,-0.00105371160468852,0.00138379679261209,0.00197854109536299,-0.00105671410255941,-0.00312744254324792,-6.44887414805652e-05,-0.000791678819924571,-0.00230663984815313,0.00129495854030194,0.000919843146933004,0.00120241688054807,0.000722277561276717,0.000284064308586411,-0.00112862963932321,0.00128766554798136,0.00109378404654075,-0.00203000415926507,-0.000321843744162398,-0.000524578138787819,0.000805148559986739,-0.00105515261256254,7.39527066455102e-05
"Petrogale_inornata",0.0569323295216691,-0.0276454457624956,-0.0404436060409927,-0.0185234718001768,-0.0114059400476099,-0.0082350931970218,0.00176726724420875,-0.0153012373260531,-0.0153478942275817,0.00441922615592008,0.000583394502591003,0.0016370131786626,0.0111982902231154,0.00513460208380758,-0.00623727588517811,-0.00412054432894953,0.00907926994835765,0.00277340395476135,0.00383597701273773,-0.0044637159068173,-0.0178407535944345,-0.00331848086468525,0.00632217575836599,-0.00551511037881641,-0.0015818895894241,-0.00078548680692291,-0.000897121035285002,0.00171580575072821,0.00175658569501284,0.00189408978052126,0.00271556305154747,-0.00246261376784114,0.00119928903853218,-0.00033480129367685,0.00118533987550744,0.00190307708592153,0.000176048298621438,0.00125136895936476,0.000187017382534279,-0.000305552062516621,-4.75245020674885e-05,0.00117660543098162,0.000795493192437914,-0.000203932249633349,-7.90081623300503e-05,9.27067805429492e-05,0.000206290143406407
"Petrogale_l_lateralis",0.0583098252102271,0.00562865344370691,-0.0399901894859497,-0.00118542593558629,0.0160947375246396,-0.0136777349442402,9.06475486395875e-05,-0.00513940263148807,-0.00323083998081345,-0.015216872958864,-0.0104978238351961,-0.00722265441990022,-0.00985407907720067,-0.0029437472711203,-0.00540335565181941,-0.00481759082529038,-0.0042301116082288,-0.00279327511544033,0.00560638094343375,0.00641742617255395,0.0102527498845107,-0.00775425421994296,-0.00269038283897199,-0.00581496147231339,0.00606774463575754,0.00483430489589362,0.00494523133273895,-0.000161253177944345,-0.00265428007050043,0.00240986867376638,0.000519705290626008,0.000897373242412719,0.00357323157137856,-0.00136577030622117,0.00069961465365993,0.00169115884432078,0.000871706963012338,-0.00130258334919576,-0.000855211392764448,-0.000251088754910839,0.00100974167832187,0.00104344678392952,-3.59291403391573e-05,0.000262933249786388,-0.000107278209097514,0.000267765612039311,0.000129328667372895
"Petrogale_penicillata",0.0336556814932419,-0.00597792865564508,-0.0394688258469754,-0.00500578769516097,-0.00255058589473015,-0.0107187988922022,-0.0030367531858982,0.00359999101324141,0.00534223502575183,0.00120329427713876,0.014538818433937,0.00143224335819898,-0.000200939714541803,0.000446771613741363,0.0011571949172038,-0.0046550002807779,-0.00585468574428662,-0.00422994114437302,0.00106983698359717,0.00297019013494009,0.00380006860839511,0.00414282667224464,0.000347808753991933,0.00484299967372992,-0.00191221693349213,-0.00154891349847573,0.00103033798293273,0.00173710543460882,0.00298186370913086,0.00557812275240407,8.08749626159859e-05,0.00338763060875898,-0.00271785418893215,0.00195907095063863,0.00199502565829929,-0.00319232586036649,-0.00105222610760689,0.0017633860012689,-0.000384357831017542,-0.00213844049411651,0.00121754304646078,0.00147316300965107,0.000131667066131492,0.00033401251299368,-0.000672232929870508,-0.000221563360959366,-0.000249084232934583
"Petrogale_persephone",0.0453056079711351,-0.0192481497808195,-0.0281051290473916,-0.0073213727996719,0.00239982497952765,-0.00643028888747944,-0.00650911397468459,0.0098184387923528,-0.0049818799286068,0.000686418645888596,-0.00183959279964311,-0.000973613561896229,-0.00788511216797898,-0.00369642249172653,0.00534512177908206,0.00769021329016651,0.00240157300824896,0.00580821318195974,-0.000360219045590165,-0.00174699655039008,0.00507098137911806,0.0072264246542313,0.0110198639740563,0.00426405577678716,-0.00211007131544844,-0.00432732580033729,0.0038347399193631,0.000640593630271853,-6.6973004095575e-05,0.000842761340880562,1.20806711818417e-06,0.00182391186792601,0.00294988691552031,-0.00239491488289894,0.00112365162061116,-0.000407160513468876,-0.0010852000154172,0.0008356882701436,0.00181179949066354,0.00196727844688997,0.000154956320758071,-0.00127467447642544,-0.000693137997225559,0.000101913770213739,6.11247488511289e-05,0.00112983888399373,0.0002868051777559
"Petrogale_purpureicollis",0.0271355731100858,0.0208789667256552,-0.037966661979917,0.0123312349131685,-0.015440316254613,-0.00519455980909727,0.00786879314282658,-0.025326419145068,-0.00219159814097028,-0.00631530585513747,-8.39899746157452e-05,0.0115744890379289,0.00240057353440939,0.00460305737792387,-0.00862424915327774,0.00231603897100153,-0.0129078332399342,0.00614366788608512,0.0051941147820493,0.000637117640084408,-0.00244654647178215,0.00204825841323951,0.0013604420268016,0.000505394415730174,-0.000831922449472523,-0.00325743500075973,-0.0019903882869165,-0.00406291000322984,-0.00269917143168219,-0.00527911708538083,-0.00346293946469581,0.000315289682040547,0.00204099540551211,-0.00117332702546118,-0.00167129534156509,-0.0022360429947532,0.000835577994106024,0.00126077894050265,-0.00163507660584394,-0.000222611502804238,-0.000877997592844488,-0.000495092145410153,-0.000665484430107128,0.000493381521625631,-0.000819423414645046,-0.000417103603763967,0.000100651528941923
"Petrogale_rothschildi",0.026475102351324,0.0140674816919333,-0.0362399330324736,0.00149898329426027,-0.0127814564652943,0.000159908149153842,-0.000488595440147114,0.00682320988261845,0.0229596699664707,0.00869560719903308,-0.000335840276734068,0.0102834081710987,-1.99652377059944e-05,-0.0145867325768137,-0.000918975083104792,-0.000634516070831675,0.00178833189633802,0.00418280037654077,-0.0066010294839388,0.00283399688650106,-0.00330973307677035,-0.00594266432860105,0.00503684011146845,0.00964311202713246,0.00279521778957119,-0.000923982529001698,-0.00286969195968562,-0.00215104219061937,0.00180067059908678,0.000497349409196205,0.00316401144030063,-0.00268725995322652,0.00125302865691212,-0.000396048466564308,8.11788371574858e-05,-0.000781025733816501,0.00102843664712334,-0.00294842005984731,0.00029395475986051,0.000110883747077186,8.21726775746132e-05,0.000499031824923404,-0.000496543650405293,0.000676993432031708,0.000610784944424563,-0.000738544136032926,-0.000205758964718586
"Petrogale_xanthorpus_celeris",0.0260546219937673,0.00134600411469492,-0.0126942413553925,-0.00788987419629795,-0.0215219119249979,-0.00446151313531182,0.0113524745493559,-0.00779214127090627,0.0168012236101035,0.00657418226794626,-0.0225546438507702,0.0109743881036591,-0.00372817019909158,0.00335354136414736,-0.00561166574303771,-0.00130391397524398,-0.00655624275414436,0.00711797459845629,-0.00529455460607754,-0.00534267918317075,0.00312206117605074,0.0053540380260416,-0.00707830990351804,-0.00445173983515302,0.00403146354868017,0.00250538080395359,-0.000291246117215912,-0.00152461776323071,0.00357522711393266,-0.00191319821317603,-0.000580002111995753,-0.00199617691778883,-0.0011558682856737,0.00148691009467927,0.00216408327191806,0.000456225174020093,-0.0027068714662328,-9.31013268279238e-05,0.0013458791522723,0.000587043558848049,0.00012068177728564,-0.000299355753059086,0.00120841181769966,0.000321003643021758,-0.000192680057513044,0.000620953930634644,-0.000386313011147026
"Potorous_gilbertii",-0.0674733824555095,0.0135944789750634,-0.0250863174317396,-0.0240549475195259,0.0124962933617952,-0.00642817972350725,0.0246418610326403,-0.00184229684795681,-0.00942152080803468,0.0110773798739293,0.00682437442164731,-0.000691023553503736,-0.0023520772725923,0.00916647854279975,0.00755428158234961,0.00362713124930194,0.00510195487203941,-0.000490272151286004,-0.00254866711621831,0.00092183274356506,0.00657722534648707,-0.00713796153138802,-0.00570076901007033,0.00149904221841701,-0.004172461205954,-0.00713217584579742,-0.00325436012132403,-0.0005719894939526,-0.00209199166993,0.000417438725028534,-0.00131986538992374,0.00136833326838833,0.0031312978829212,-0.000805133018345536,0.000543541207105775,0.000774510480369609,-0.000877402273388006,-0.00127906830061637,0.00185367095353533,-0.000169603560244998,-2.17078208674294e-05,-0.000372292167408981,0.00132591774148944,-0.000391232883545842,-0.000804550941108824,-0.000850998012057745,-6.46114410919025e-05
"Potorous_tridactylus",-0.0754742523965661,0.00764104288381012,-0.0299775961385295,-0.0317540929431028,-0.00663281753524825,0.000495413686360235,0.0204819880809347,-0.0121021643195845,0.00449369216447462,0.0128296021130743,-0.0152976893295044,-0.00215923744047934,0.000455222448318138,-0.00469280025547345,0.0181370553941448,0.00263541971101907,0.0152974585801404,-0.00602541882411458,0.00589675894459283,0.00204184869699466,-0.00104443535353743,0.00678195304322546,-0.00395473853247758,0.00204689634594807,0.00384639085956308,0.00113753196447735,0.00166639864495006,-0.00522032345486282,-0.000355597533406447,0.000552971030322656,-0.000201012833360131,0.000468764794628099,-0.00073989869712313,0.00163019790719646,-0.000301577926910234,-0.000244430854295311,0.00130811886996007,0.000942290416004368,-0.00185301292674752,-0.000139068327982796,-0.000211251546197344,-4.02573865338156e-05,-0.00043751958948705,-2.81722677201734e-05,0.000402780564921914,0.000382617529958398,0.000402290814568239
"Rhizosthenurus_flanneryi",-0.0211073298103662,-0.0422056111161268,0.0097785428609174,0.0159146232623843,0.0217486482547834,-0.0155260434500253,0.00338222749377461,5.70677008431895e-05,-0.00148935744808891,-0.00412152968569745,-0.0261247119020291,0.0124176741308192,-0.0134707952623947,0.00968771435811336,0.000229521303172485,0.00336541122462776,0.0004362787431624,0.00177070419108075,0.00357486931019107,0.00330788991023397,-0.000295411080477126,-0.00127765213624311,0.00331242154278233,0.00199263934536288,-0.00857621021636333,0.00235545055947511,-0.00254610167337108,0.00284807447587943,-0.00462435954206793,0.000690430040966362,0.00469764767892308,-4.73842194400545e-05,-0.00256465878245124,0.00129675431617744,-0.000838883081182267,-0.00106772808005675,0.000660137834711612,-0.000431270922463642,-0.000830982382185252,-0.000423591710971451,0.000406237972646853,-0.00120231512583932,0.000780999796918289,0.000756640722563264,8.11810846900806e-05,-3.00110333992382e-05,3.9979781969157e-05
"Setonix_brachyurus",-0.0284880238082734,0.0264014182541078,0.037513616914215,0.019124784770942,-0.0140735382814631,-0.0357936668535036,0.00645532401063753,0.00827270112262222,-0.00768849879170984,-0.00289629989915143,-0.000200951140913612,0.00687729637002602,0.00371874221017813,0.00276575969520971,0.00400386340990877,-0.00473035552628068,-0.00109435613564642,0.0105258208992633,-0.00186140003675299,0.0105924092035881,0.00147847549846521,-0.00180649835754922,-7.54173768951989e-05,-0.00038814832550063,0.000157575159831278,0.00183313685472294,0.00249322731208769,-0.00109186210740934,0.000905737095280613,-0.000663802434379801,0.00189914145866449,0.00145405900684942,0.00140477805365926,0.000193806173035381,0.0041613674483434,-0.000954593566986818,0.00104863096890016,0.00132774761629333,0.000271598700811412,-0.000393116234047026,-0.00242077577720378,0.000122988503353283,2.00611589104899e-06,-0.00103034343444027,0.000964778901102262,-0.000240829227253453,-9.68355494010568e-05
"Thylogale_billardierii",0.00407862999164574,-0.00935612569635064,0.00667747339546805,-0.00984030661877909,-0.0482026541270575,-0.00464917013841708,0.00494022415141422,0.0122411731741378,-0.015699368893893,0.0137558053581729,0.000700540598117713,-0.00851829987433615,-0.00682556780276559,0.0105885218140747,-0.0029309129816303,-0.00398263269662164,-0.000179803856087473,0.000916728873293301,0.000917514831808914,0.00431666136870008,0.00554598219996589,-0.00344520457992661,0.000323785420980192,0.00700175533928759,0.00220473632684011,0.00147762437605537,-0.00116224122997536,0.00434392353283286,0.00209921894827559,-0.000189576615674534,0.000850432745377564,-0.00265174684601564,-0.00154485105207546,-0.00105723642899109,-0.00199645799849025,0.000457180022888357,-0.00126191519355685,-0.000957534275758977,-0.00250654812402404,0.000499011759925801,-0.000951526006103438,0.000212907784093253,-0.000617720606747649,-0.000800456493302074,-0.00105262314121602,0.00062487398361563,-5.35827249262745e-05
"Thylogale_stigmatica",0.00688237424997871,0.0125107883339596,0.0140487979722199,0.000321770818768705,-0.0384308424574818,-0.0104397528020103,-0.0219037205096319,-0.0110090993849601,0.00482007690473365,-0.00596766922220547,-0.0093793160097988,0.000596308563720815,0.00850003510531756,-0.0030044035535191,0.0137950951602924,-0.00597218912853378,-0.00795305157477821,-0.00267509684521784,-0.00291232140552544,0.00260794345788716,0.0069257632172257,0.0033267250833772,0.00736073500101167,-0.0026284039590681,-0.00260201593899831,-0.0076262818217041,0.002240676062556,-6.4351925902718e-06,-0.00258226763794138,0.000819104660581397,-0.000506053319322576,-0.000968355395447941,-0.000820222653973656,0.00286934552158948,-0.00219804719669137,0.00376148097577896,0.000369536134869638,3.49767511029827e-06,-4.90410696829455e-07,0.000230223160858089,0.000679105762739868,0.000419615258757521,0.000353426794654798,-0.000444455450238016,0.000123383799051395,-0.000546535213527184,-0.000215721950573244
"Thylogale_thetis",0.00239922110290266,-0.00879221691570693,0.00274868136817249,-0.0234877582431581,-0.0269934665920649,-0.011238257444857,-0.0260438055181038,-0.0012750990869949,-0.0137942321464487,0.0183784292426225,0.00538797050410181,-0.0021056825997318,0.0204240195350693,0.00836110314319055,-0.00052507555642523,0.00804028784142134,-0.00189245412986136,-0.00399490997489221,0.00761672466618867,-0.000846734607379163,0.00520133406422403,-0.000578651260916105,-0.00225216608307246,-0.00755566499760454,-0.000840994804205321,0.00304182260177346,5.00332658898313e-05,-0.000376561079610363,-0.000955190446386701,-0.000292658103339854,0.000926202794646565,0.000893122327054631,-0.000842539129721674,-0.000249753519599477,0.000464704208778503,-0.00244553122406401,5.9264958674739e-05,-0.00216441338151318,0.000998271682690041,0.000345894588066789,0.000474254155206371,-0.000770700797384595,-0.000828043354891559,0.00101685672133288,0.000825374868726541,-0.000191049348466858,-0.000202969445532317
"Wallabia_bicolor",0.0283646895833062,0.00347923703417917,0.0240035401054166,-0.00999484045114143,0.0111271346528317,-0.00626882922739513,-0.00443680050972102,-0.00480050987422471,0.00123232045663471,0.00803446128702249,-0.00406823959534076,-0.00231175050405338,-0.0068125031721742,-0.00596538012533276,0.0100852256138351,0.00447130282882353,0.00103843889896095,0.012638274188248,-0.00033848506539919,-0.00232621252136374,0.00373505076453145,-0.00265923697215506,-0.00448311870298443,-0.00318069592812201,-0.000757067092290994,-0.0034317598800224,-0.0034897191742616,0.00488939300191979,0.00319604432556613,-0.00172008938637966,-0.00146618160441915,-0.00207861873023786,0.000374136894178105,-0.0037597777082355,-0.00153603260136866,-5.31578868923394e-05,0.000391767993889054,0.0018223458352435,-0.000575786568515853,-0.00235758461552305,0.00176794018882467,0.000419266953681577,-0.00053303665127487,2.21531871788996e-05,0.00108783326592188,0.00014845443566985,-0.000202934493240621
"Wanburoo_hilarus",-0.0747087358569048,-0.0643826302445868,0.00498458955149892,0.0260032769479395,-0.0211488156680423,0.0253421547928998,-0.0223096961434034,-0.00969313424762355,0.00977551895678267,-0.00501682302196054,0.00340300693514923,0.00317252710470647,-0.00116978715776389,0.00117690379217288,-0.0103380159444309,0.00486251709644656,0.0129947958574178,0.00843656211872802,0.00715541094480771,0.00220734646041516,0.00425469400897841,0.00505645698776621,-0.00318837322464934,0.00309000046468036,0.00245912538006379,2.62263985933943e-05,-0.000374281334064866,0.00360807206003682,-0.000402302812924677,-0.00353960151893749,0.000245674119739117,0.00286431901418293,0.00223430855063392,0.00170579722363194,2.26399842428224e-05,0.000853625880087931,0.000650743295147216,-0.000441595097296897,0.00122212618203341,-0.000581774905693706,0.000150085311553099,0.0016114874935115,-4.14660554452873e-05,-0.000281392815876897,-0.000284761015814656,-0.000149027522293419,6.8312692423769e-05
