"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41"
"Macropus_rufogriseus",0.0499832635323775,0.00185412768385943,-0.0147202030995155,0.0180168283366244,0.00793098496891062,0.00503729765202077,-0.00844627010856404,-0.00508334140589177,0.00579835904764391,-0.00149709748867556,0.00133832263191906,-0.000478746037275553,-0.000185768019830952,-0.00254452104848101,-0.00393440894016298,-0.00195884710271969,0.000200947933648364,0.00437704119338013,-0.00853202376090657,-0.00661603775761278,-0.00137128798897528,-8.97215158156977e-05,0.000811893700496929,-0.00282906142098093,-0.00063781788911168,-0.00181594151949857,-0.00136853761615708,-0.00342663587830991,-0.000226476547350968,0.00217856158635054,-0.00234962200568118,-0.00342728132458923,-0.00358442689711375,-0.00149032042229837,0.00150756713984052,0.000407512968429188,-0.000905045250565858,0.0010938025316199,0.000105101300979606,3.50741339615638e-05,-0.000291249193657007
"Macropus_rufus",0.062245328942352,-0.0273056753071296,-0.0190933973858976,0.00185034296589376,0.0111649746604267,-0.0177339779624715,-0.00411733615721256,0.0102546734629257,-0.0218626271611484,-0.0194747035659928,-0.0129565188178952,-0.00968883348448676,0.00468139615772899,0.00233447658787564,-0.0129965166165951,-0.00126555402193188,-0.00234639093462228,0.00394313013023371,0.00261723572644232,-0.00445232231999701,0.00426615402030864,-0.00334760984225835,0.00336393593217393,0.00373636947271834,-0.00151509621848934,0.00727886175023921,0.00241186981390218,0.00270366491604832,-0.00245170597033894,-0.00363435243980461,-0.00145202111689453,0.000555093678025802,-0.000484601401347589,-0.000922865609684012,0.000245895964113381,0.000331786520066252,-0.000466477169341551,-0.000727406557098559,0.0003689728259217,-0.000485958357583852,0.000222623192485093
"Nambaroo_gillespieae",-0.0502729864552732,-0.0389261432803998,0.000505608589511507,0.0211805333504409,0.0203959579915409,0.011649358837259,0.0234952000634715,-0.0115424361936959,0.0152637618048268,-0.000869551839988315,0.00778739058586062,0.0035927464291943,-0.00589661822789051,0.00261123770693799,-0.000528958657552462,-0.00647739006614131,-0.000775521171762198,0.0118263325932944,-0.00208242515603505,-0.00694878455917288,0.00212707210778041,0.000117431824931582,0.000812968948785369,7.89374180284059e-05,0.00720267416513012,-0.00399713323406167,0.00291724957961613,0.00407359092489528,-0.00180868686368428,-0.00309437643289551,3.06918986912198e-05,-0.000295210333681366,0.00131474617356831,0.00121783292769331,0.000637620829672543,-0.000186774464896533,-0.000650213619436472,0.000860853070344387,0.000216251779149896,0.000610523718492973,-0.000304557999713586
"Onychogalea_fraenata",0.0113295283475442,0.00889421530977375,-0.0322749914531903,0.00980586020852419,0.0176850444720141,0.0173919732883889,-0.019957366834222,-0.0205427514716809,0.00308843459625737,-0.00320514621987375,-0.0142411304949534,-0.00592256659033847,0.00516127574195566,-0.00266505462128536,-0.00232456677755124,-0.00234366001810082,0.0136023286942576,0.00271030526289476,-0.00311013681642373,0.00884370947992245,0.0110460005118386,-0.00206424628122587,-0.00370374249394242,0.000326306028881887,0.00226545538334848,-0.000444940339801357,0.00113899932354509,-0.00256634315195732,-0.000511326909634362,0.000952082755008325,0.00234092372601607,-0.000172855321931525,0.00171828670000917,0.000528882170861722,-1.05551357182015e-05,0.000257892704997472,-0.000192547579175401,-0.000162215810047809,-0.000414158975132024,-0.000399022850213485,-0.000316219923878972
"Onychogalea_unguifera",0.0423705730461368,-0.0229584030126293,0.0020619098773485,0.00275365729398554,0.0204232905150365,0.00297227469800306,-0.0179724423703575,-0.0116642616266508,-0.0375820767871372,-7.88948351063054e-05,-0.0105821119653292,0.00174010462817892,0.0148431160136697,0.00251716492946158,0.0139499496847087,-0.00128125431382283,-0.000101826506265386,-0.00231437928450719,0.00359802561441196,-0.00146284555836735,-0.00262716669444221,-0.00582722107631925,-0.00291460307785941,0.00440183969927172,-0.00162762900698645,-0.00890942164987132,-0.000124699254475604,-0.0010391063126442,0.00286901868665276,-0.00139029343611534,-0.000529482060897692,0.000344012547910953,0.000180441258620825,-0.000611599841698268,3.24665740739711e-05,-0.000299065306050172,-0.00010371542378759,0.000512720186363201,-0.000446563027281294,0.000552527871347084,-0.000164084440557713
"Petrogale_assimilis",0.0134107309020518,0.0218692535137545,0.0135838943297859,-0.00506288725504861,0.00123552617662546,0.0124254831986069,0.0185083858006113,-0.00885958074249913,-0.00633843508362478,0.00848206952037681,0.00267333642309752,-0.00144708801411342,-0.00187788922292585,-0.00470854921016747,0.00872293860759188,0.01009268777398,0.00451972602965227,0.00119521628090588,0.00458155686993866,0.00318861387563402,0.00186169610367932,-0.00544281208710415,0.00696960556701294,-0.00302816734501405,-0.00226097043959101,0.00120027907999325,0.000763400450835368,-0.00209685669089085,-0.00372722045485682,0.000112660067966589,0.00128269888543795,-0.000108830164123256,8.35794873364968e-05,0.000906308479896279,0.00159953395546901,0.000501282758565678,0.00100377821790162,0.000887120019926362,-0.000229181540307774,0.000394976873331991,0.0011432333444735
"Petrogale_brachyotis",0.0120517914235211,0.0258960014545477,0.0121665344902993,0.00770165501968675,0.00167198208824197,-0.000968915367515726,0.00300143673176896,0.0163683522057221,0.00797693549454881,-0.0148748270482404,0.000234531373676188,0.00589279811192476,-0.0197230122079738,-0.00443238290008859,0.00899713556482114,-0.00285465803444956,-0.00396587126000541,0.0067546005997286,0.00422370554350722,-0.00364556036018633,0.00272125748247166,-0.00795093496410449,0.00372633260069278,0.00392297691796954,-0.00251249084673689,0.00146977756223924,0.00104193276621545,-0.00294829580406233,0.00154661003989404,0.00232720073267032,0.00208300798606282,-0.000714691475032057,0.0003907414116907,-6.33114781806516e-05,-0.000902301794573346,-0.00163680573453905,-0.00097537776150375,-0.00144538656373975,-0.00103466724717,0.000566038336862509,-0.000303729422821791
"Petrogale_burbigei",0.00113759526569033,0.0253999365021566,0.0227784699822578,-0.0360109236517536,-0.0123961756449772,0.0077749886714578,0.0215210368593247,1.64096954006515e-05,-0.0119651389642625,0.0189218358261833,-0.00231665993358102,-0.00251692645248245,0.00326685688653611,0.0151769305698962,-0.0037889871984965,-0.00184263474903325,0.00283126839757053,0.0074556747261284,-0.00596362423882342,0.00114867429313064,-0.00111026999558842,0.000831812909954553,0.00515587352025516,0.00102514054133212,-0.00413757510621349,-0.00229830624728155,0.00552116259663778,-0.0008018070302683,0.000486205729285243,-0.00226424345708957,-0.00180219103144546,-0.000847632800947366,0.000771206794093013,0.000332849138609134,-0.00158586965557211,-0.00102144018312745,0.000493577803085267,0.000211368870726862,0.00064702619933687,-0.000242958483485104,-0.000444687834768588
"Petrogale_herberti",0.0160587967315889,-0.00647245443265885,0.0476944909813858,-0.00301161075986491,0.0141180447340588,-0.00267024294285664,0.00592844788873575,-0.0098075828088173,0.00341398416974051,0.00379058791366261,-0.011481916801845,0.00911786760019268,-0.00438624593337434,-0.0187456708580875,-0.0038339259982581,0.00734013800933982,-0.00465786973515961,-0.00145242803993799,-0.00120468816109147,-0.00361775190284333,0.00408806010221386,0.00541585924422954,0.00281385179399907,-0.0037633991139047,0.000101993461614096,0.000359902508595865,0.00241793160408564,-0.00306794757523908,0.00213753162945666,-0.00198595141234227,0.000753723511583876,-0.00209868486304634,0.000660585577043859,-0.00089694197189192,-0.0017401383768725,0.00222520408549291,-0.000536802043918938,0.000185884466395488,-0.000635013976552431,-0.000348855034481347,-1.85281796512845e-05
"Petrogale_inornata",0.0299659351272346,-0.0266632241799413,0.0472746639387913,-0.00349610287472902,-0.0224087945893332,0.00750765616284359,-0.0147393870107382,0.0053427162709015,0.0196244835283539,-0.00560854945535047,-0.00808802530689557,0.0112619750825825,0.0126628036480715,-0.00091847095203287,-0.00162324576884055,0.0118351186531299,-0.00557249945528065,0.00288457759439564,-0.0132130152289402,0.0057755284196056,-0.00128732643946543,-0.0098562621574274,0.000612667064310025,5.14844121398205e-05,0.000767396311282827,-0.00119218805356607,-0.00249735105370882,0.000199699606247678,-0.0034614864697392,0.000880243915502537,-0.00231484629814205,0.000866878495162315,0.00103142317445121,0.000472583635337674,0.00076022696646863,0.000173484721180943,0.000428122827006602,-0.000917417963787292,0.000286081511617146,-0.000208575639512452,-0.000289378825806351
"Petrogale_l_lateralis",0.0502479562120975,0.00602757117305755,0.0431414030960076,-0.0116971655833068,0.00251357600521996,-0.00831240189477579,-0.0081278706922889,-0.00358898319199622,0.00409695997483353,0.0159304266789334,0.0151050945207845,0.000293421790102184,-0.00780937549021229,-0.00870434127083372,-0.000639431448424769,0.00274299907298993,0.00512089834894645,-0.00161040945101404,0.0118568072059199,0.00197419417761801,-0.00327337280459547,-0.00388634521582694,-0.00025048535551555,0.00125041635292993,-0.00322616212653019,-0.0028335783706391,-0.00309491358999693,0.00544640623157495,0.000611088716060377,0.000526914962676569,0.00139613145748428,-0.000219070603470663,0.000512870874838792,-0.00179096434376985,0.000148169503437107,0.000675534389946355,0.000228856961720928,-3.70874360200398e-05,0.00116935094398216,-0.000221430393953936,-0.000661373666740138
"Petrogale_penicillata",0.0167588299711187,-0.00016561832943989,0.0377503949471423,-0.0107742965154378,-0.00820161897280347,-0.00375543522914411,0.00685291854269488,0.00240986983564447,-0.00910368642831805,-0.000635949374802219,-0.0133925162095254,7.79553141970266e-05,-0.00114617842097227,-0.00448431053049204,-0.00296456956469464,-0.00131742743736855,0.0109507792863959,-0.00374649970692913,-0.000563547519794299,0.000157811390202394,0.00227617881497405,0.00656134325316119,0.00422296146697191,0.000787476591817294,0.00142310909579746,0.00184883598842594,-0.00414122118759037,-0.00192528761387337,0.00250339057560945,-0.00147487396496399,0.000468623423664665,-0.00155814194298657,-0.00234900580140708,0.00314793731868589,0.000362266628718166,-0.00126449669643307,0.000779906410390432,-0.000528964563248613,0.00052184628252574,0.00018356690505604,-0.000248663359218492
"Petrogale_persephone",0.0298674617364646,-0.0199724762753854,0.0366241494557232,-0.0077821732504138,-0.0020105402225255,0.00298388753026566,0.00893314949158706,-0.0106554562104811,0.00514792796251408,-0.00148083032887613,-0.00594559901846057,0.00301029105431479,-0.0138262526296015,0.00747765971783492,-0.00238405051416084,-0.00645090616857442,0.00111219113606049,-0.00607752547718765,0.00209364203402794,0.0035298691408375,0.00536675154567657,0.00135965925912414,-0.00363829951802514,0.00487691577296273,0.00677571383168878,0.00220636900292239,0.00197099079666602,-0.000674737135109283,0.000301370638477261,0.000386802426950568,0.00185063955049113,0.00358439952427962,-0.00134473491486585,-0.00154010957082762,0.000365033233098815,-0.000169503597039898,0.000615759390574769,0.000801522753604389,-0.000101811378429475,-0.000690546545362027,-5.5662691819201e-05
"Petrogale_purpureicollis",0.0193671856669569,0.029044260491849,0.0236742943336795,-0.0257088922402519,-0.0248176412788288,0.010747617699485,-0.02233105909309,0.0145840409120801,0.00693177491207152,0.00495320180292371,-0.00230917056777714,-0.00488201573842759,0.00688974973875623,-0.00967676324977948,-0.00432718583994646,-0.0137963712184296,0.0018074386907024,-0.0054692569275424,-0.00377320069562637,-0.00464122425367635,-0.00527804630274242,-0.00279367798103026,-0.00562345541408128,-0.00209942323963861,0.00203559574666831,-0.000754462549949151,0.00618493855197311,0.0021353982776969,-0.000781418762324231,1.83327975609612e-05,0.00199335780370411,0.00094375929345421,-0.00163324065399184,0.000956791852896087,-0.000893502327334507,0.000313467207972439,-0.00119115169688277,7.31890717836533e-05,0.000608922479093898,0.000578418008833456,0.000447981509744811
"Petrogale_rothschildi",0.0155963358697836,0.021709679522372,0.0287393704336718,-0.0152266181485819,-0.0144760178190805,0.0126496425221379,0.0111023560076624,0.000355003292014815,-0.0201929350606462,-0.00867415885419736,-0.00339226687166845,-0.00570786031913241,-0.00850211814641757,-0.00676089968460166,0.0132541093419659,-0.000701292222927369,-0.00233839788349014,0.0084567453241986,1.86594490303471e-05,0.00506279987842582,-0.00540760992910841,0.00699782674354481,-0.00482265399505476,0.00244383318394729,0.00142172324320317,0.000571560380559772,-0.000539570854685021,0.000836473814713762,-0.00353933879913053,0.00267573708815366,-0.00105054132716519,-0.00052650533905415,0.0007908613884896,-5.39013636208038e-05,0.00127477572526315,-0.000947027463369981,-0.00162240159161895,0.000507617565762016,5.87183523213404e-05,-0.000867619641673996,0.000199694770571926
"Petrogale_xanthorpus_celeris",0.0183854649897822,0.000804223365187511,0.0132782865763885,-0.00384499189636093,-0.0268966960882347,0.0119369708608828,-0.0140143988443608,-0.00708290155942131,-0.0119715650432588,-0.00897931318138107,0.0173132060280688,-0.0167631861989615,0.00393951618071053,-0.00870088261726545,-0.00417199604920989,-0.00542248791237996,-0.00674890311913003,0.00384073244162878,0.00317506897984403,-0.0115689308164562,0.00369810626964526,-9.78109937114749e-06,-0.00441264953000896,-0.00494713990302966,-9.439048363962e-05,0.00215828225879263,-0.00217940344941159,-0.00345588988496074,-0.00154008831610433,-0.00194744425244094,0.000555017333553473,2.99968758666696e-05,0.00273789149064284,9.96603217789755e-05,-8.28975169149097e-05,-0.000116068762548257,0.0012443202723199,3.824943607742e-06,6.44015518483663e-05,0.000219297832725984,-5.16651117058653e-05
"Potorous_gilbertii",-0.0594478877426368,0.0303405080585155,0.0294811650974773,0.0210077393297666,0.00295686422810173,-0.0154566662367925,-0.0211783933409423,-0.0148439649173738,0.00120308459618956,-0.0106466619323986,-0.0108672903665964,0.000183782407680833,0.00151168149431115,0.00842183091930367,-0.000238730508336428,9.21022729043761e-05,-0.00261987370213228,0.00173996932307378,0.0041972548812181,-0.000986943769427438,-0.00237553092335568,0.00375837188905243,0.00884921683778683,-0.00296784707645048,0.00203222568303871,-0.0040953641449634,0.00453585798828792,0.00226842121685659,-0.00129447931561565,0.00140531360812917,0.000492114610197094,0.00141444682390658,-0.000646378821240129,-0.000485719998504206,0.00131586122480105,0.000403347770817503,0.000705485201223576,-0.00111916947086144,-0.000316225175536844,0.000325217578495459,-8.22617806691358e-05
"Potorous_tridactylus",-0.0675083394001831,0.019030732703198,0.0311274880766551,0.0239481428034083,-0.0119006157363274,-0.00163722648750152,-0.0252662424229451,-0.00729265566949385,-0.00441928782594009,-0.0139768503369872,0.00951102828630777,-0.0095179255576971,-0.00114838255635901,0.0200648647531188,0.0131153999369664,0.0117516581131779,-0.002817494263149,-0.00714478430756652,-0.00227710583751032,0.00161234809950897,0.00433285914907796,0.00564423491004541,-0.00404651649449165,-0.00282376714139423,-0.00197236763342989,0.00510220530915046,0.000215252292731378,0.0029092581606806,0.000231765217190206,-0.00103041941442626,0.000317028449477864,-0.00200730446500193,-0.00050579889723889,0.000417065464376805,-0.000665776212544088,0.000286413529701013,-0.000487361811537945,0.000415985342171533,-8.98915053946354e-05,0.000126132354998322,-0.000309950627257891
"Rhizosthenurus_flanneryi",-0.020766892477444,-0.0383021021529331,0.00456569582061055,-0.018964425655822,0.00963892968262432,-0.0137493521194641,-0.00452440225565799,-0.0122093903839546,0.00839235383389209,0.00615290782754056,0.0179284658646878,-0.0210778391307214,-0.00120905530089423,0.00168723835448812,-0.0078799438420799,-0.00733212245077947,-0.00620082042622684,-0.00651378699985784,-7.99578254940817e-05,0.00925335774538344,-0.00388072826336422,-0.0026488596512769,0.00680114600539528,0.00215178138802504,-0.00532839330195653,0.000410900715638076,0.00361985487150213,-0.0018617282607512,0.00217829432241052,0.00139147122988629,-0.00134700345849625,-8.13585617326359e-05,0.000620723313667188,0.00113863263291723,0.000639737165363334,0.000251900607389823,-0.000984349499059808,0.000202473332620323,-0.000928237878462431,-0.000439021786791357,8.24347461015256e-05
"Setonix_brachyurus",-0.000908726681983636,0.0177585992750005,-0.0412058632513867,-0.0168314888187451,-0.0181579520139025,-0.0334037608339562,0.0027960878362283,-0.0108158607256768,0.00782282342181616,0.00358591083636441,-0.00820386945001618,-0.00646183320078915,0.00679201574281256,-0.00339283532093447,0.000634934463308904,-0.00237125485303357,-0.00090011070817117,0.0034937738391344,0.00798414341435743,0.0061867461879303,-0.00611813218369584,-0.000858232731280252,-0.00217930989071837,-0.00472996557136897,0.000293390222339422,0.00143154743771874,-0.00147766848687921,-0.00175413528339553,-0.00109036771666109,-0.00145284201551545,0.00179215331721698,0.000913263603026615,-0.000817109847525253,0.00161617571855302,0.00108112506212505,0.000580585841904833,-0.000624213184696624,-3.89358410589031e-05,-0.000117885421647584,0.000267858951742476,-0.000689236594224609
"Thylogale_billardierii",-0.00703499041324361,-0.0145683401113382,-0.0182172361081706,0.00251370507492135,-0.0350711690820924,0.00888228657481609,-0.000283891783882929,-0.0278913394804044,0.00834276876237905,-0.0129175576236192,-0.0034697193957168,0.00807493476478251,0.00123560328459801,-0.00306465422773849,-0.00987664924591764,0.00170953786538023,0.000438533515219438,-0.00167363496733589,0.00583295739015283,0.00656367247718696,-0.00360705665175663,0.0081396564780582,0.000238688835410064,0.00245415744709435,0.000538060027424347,-0.00316164948459853,-0.00288530218936894,-0.00115998022871623,0.000429306015868293,0.000548807971043413,-0.00293010187932264,0.000628208493807733,0.00112725793887146,-0.000431583415059412,-0.00201947701708451,-0.000585438150087133,-0.000831691659292312,-0.000356358869620725,0.000282185168479231,0.000515197665348403,0.000528379452108689
"Thylogale_stigmatica",0.0148102207235454,-0.00434886974598284,-0.0165031124018265,-0.00565937983443099,-0.039016080441209,0.00621957061781724,0.0103595807779486,0.0141112928919981,0.00204604827276671,0.00613822440181522,0.00601790562942903,-0.00782999040522545,0.00312871501778762,0.00544957200800416,0.00179151214544867,0.00425429336813322,0.0115584755376512,-0.00103595083871304,0.00814698256486506,-0.000315472010729984,0.00399273189682119,-0.00266311705653318,-0.00225810130739038,-0.00129289158998903,0.00687464342058104,0.000284966494932675,0.00498718507433038,-0.00046814268863459,0.00137343669335659,0.00277713357527294,-0.00380446979885309,-0.00180342202070722,-0.000415584825932225,-0.0016227047412717,7.44595220569922e-05,0.000524641888614627,0.000765778308113778,-0.000561294040189251,-0.000850832899017512,0.000312125677962724,-2.28104928062022e-05
"Thylogale_thetis",-0.00237230682347849,-0.0187312245207031,0.00197591220349815,0.0164071684059363,-0.03474806114615,-0.00396276345186952,0.0212131073505995,0.00661240430119107,0.0153797570283987,-0.019587164576442,-0.00114271142487909,0.0149167406934421,0.021423323996666,0.0084405877137509,0.000684469743543158,-0.00122412990261874,0.00310167166533689,-0.00708951187424285,0.00511619147859505,-0.00553258760529065,0.00112844199313513,-0.00525096674268332,0.00309833317384489,-0.000881015841690728,-0.00366351184812231,-6.28015937047534e-05,-0.000523192811287261,9.61705638299437e-06,0.0018227098683658,-0.000429309163373147,0.00289724117567068,-0.000553323369811105,0.000527967570583819,-0.000273633537927537,0.000214612235717388,-0.000792473742177326,-0.000666832191084316,0.00155112237411692,-9.49138369487875e-05,-0.000630630685300044,0.000100959424458082
"Wallabia_bicolor",0.0387223488016473,-0.0107564005654052,-0.00747491868015087,0.0151315681399371,0.00343667517151056,-0.008124080013212,-0.000252470766963296,0.00273632975236837,0.000408141080581689,-0.0112065486388365,0.000228273653149111,-0.00443427682382857,-0.0110087163931957,0.00781034992415931,0.00274920291927714,-0.00173747858029308,-0.0110335659008981,-0.000102432657110996,0.00671097952721911,-0.0058908041462416,-0.00357898548156615,-0.000976937139944924,0.00154318969351595,-0.00344213402404917,0.00447496055045134,-0.00634096468778895,-0.00211353746065632,-0.00229805165711503,0.00107639815101543,0.00104305778641342,-0.0011783536934805,0.000859315178081973,-0.00131255180328273,0.0017277226784342,-0.000992749348421599,0.000523916219463199,0.00081855288285204,-6.99248186369379e-05,0.000566328892522682,-0.000810490236136831,0.000334829497671566
"Wanburoo_hilarus",-0.0894284770042238,-0.0575136810680043,-0.0221948455981115,-0.0219516824240234,-0.00745156585567959,0.0300272497433967,0.00822253939607983,0.0151040827952441,-0.00779087803859861,0.00385747143469381,-0.00131907640694898,0.00385507997564756,1.4625573979831e-05,-0.00575658820721705,0.00326315877092969,-0.00398271774764809,-0.0150548300892742,-0.01123853835762,-0.00116242980195542,0.0048245989354417,0.00465481097635509,0.0039831391996617,-0.000438994320702593,0.000540487439875043,-0.00158675784515821,-0.0019996189542179,0.00152287802657811,-0.00335882020756063,-0.00192053781084131,-0.00022692400447615,0.00164205125794663,-0.000360902691432538,-0.000882088720283232,-0.00122547412783609,0.00114096241721662,-0.000246949807087492,0.000610302669975265,-0.000540769456106116,0.000578521047312861,0.000286573335965487,-0.000362617115982989
