"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38"
"Macropus_rufogriseus",-0.0444441132614886,-0.0267729628025964,0.0250694106629604,-0.00615926925299711,-0.0216161878186652,-0.000341726596257206,-0.0142510079370461,0.00449337029106283,0.0066669220017459,0.000377757219316301,0.00201725871569701,0.00527532698679111,-0.00266072809073185,-0.011293860651794,0.000819578865591509,0.00212713105845547,0.00370945775753075,-0.00321873095504566,-0.000818425631171776,-0.003605262888647,-0.00931726383568143,0.00352022006637389,-0.00465569994743552,0.00217179934820353,-0.00217529481242353,0.000635138882932521,-1.86669523345468e-05,-0.00411234706931868,-0.0036958138220099,0.00331751905345593,0.000993542321191442,0.000704654566951978,-0.000151955666712909,-0.00117598190041548,-0.00055320263154335,-0.00143121132530612,7.76735924696752e-05,0.000421295716382607
"Macropus_rufus",-0.0449651210534919,-0.0349808738053691,0.0161605985076177,-0.0123264247299223,-0.0131965222308072,0.0491939740126671,-0.0064802068063584,-0.022590022769012,0.00195461932529114,-0.00552316694064647,-0.000617438757142875,-0.00599140353692711,0.00638682381826153,-0.00486461920595183,-0.00985336100814629,0.0171367427297527,-0.00596592194608591,-0.0039690362206462,-0.00853039439552424,0.00148828955409989,0.0102163434820393,-0.00398428294801691,-0.00281045083201718,-0.000999292800276967,0.00241890390699011,0.00260437191931769,0.00124427887544033,-0.00070795136925474,0.000307627989052258,0.000221340934341409,-0.000115586951443896,-0.000637391656332689,-0.000278839306346508,0.000114113786391945,0.00069282177464172,-0.000324025244117508,0.000389872877422764,0.00025935052428659
"Onychogalea_fraenata",-0.0448473155615433,-0.0153986350779247,-0.0376824974180543,-0.00850365425051844,-0.0339679787009808,-0.015615558281022,0.0217568278122114,-0.00693951585726847,-0.000935309241713355,0.0142124897017843,-0.0101711471014841,0.0191218664954803,0.0127609052172424,-0.00238372822039175,0.00972608108455365,0.00113640595309835,0.00475585766584032,-0.00106109412048589,-0.00975727920316695,0.0115056396061207,-0.000909299075941695,0.00210441085476657,-0.000512503687985269,-0.000714054988024932,-0.00236309612295492,0.00340596580784202,-0.00230762960995794,0.00127349862803353,-0.00174421405695574,-0.00143686065392406,-0.00108026003976182,9.40413712606962e-05,0.00191708489923748,0.000247421282532929,-1.30781884492297e-05,0.000206168895498098,0.000504875586022794,-0.000141636370147177
"Onychogalea_lunata",-0.0220081711109872,0.0123973241608483,-0.022927126522717,-0.0324589514976068,-0.0227547081886877,-0.0187127813466396,0.0147932917606884,-0.0422533012299335,0.0206018585561076,-0.019232674624254,-0.0119089538631702,0.0159063028902566,-0.00863453368057441,0.00383721677321531,-0.00108123019930627,-0.00015622066888042,0.00603019980403664,-0.00866092593872683,0.00516062680662524,-0.00589212960456244,0.00238182199181339,7.47066574353661e-05,0.0053481703942576,-0.00190919797729322,-0.000287376867225078,-0.000581410254646102,0.000693411128841822,-0.000716406771829962,0.00110046344006338,0.00122322326988634,0.00153009619740492,0.00113172049401896,-0.00070511213151174,0.000310316740726778,0.000632088418337829,2.17390642175458e-06,-0.000691768603138613,-0.000292261305100255
"Onychogalea_unguifera",0.00685304823352896,0.00301332718502281,-0.0567464244126114,-0.0054563932376903,-0.0344176440892084,0.00758802159412876,0.0179955623525964,-0.00888554919114208,-0.0187614492040059,0.00737882628898545,-0.00708849198260991,-0.00767286811876057,-0.000165684926847865,-0.00037381918721377,-0.00216552368938964,-0.00311295701108956,-0.00640400684411274,0.011081831193466,-0.000355058829210072,-0.00682303392158691,-0.0056153681794284,-0.0134319035026905,-0.00264314783097813,0.000475349259944598,-0.000618789826112225,-0.000219516867127997,0.000113188254230318,-0.00196538309936101,0.00179009492972492,-0.000103857752634493,0.00054112152100319,0.00188680822941744,0.000223795975799099,-0.000250627469746791,-0.000723852859664708,-4.89508609887174e-05,0.000395000510205359,-0.000295526800554402
"Petrogale_assimilis",0.0331541760935527,0.0123191520163237,0.00431136628659524,-0.0282230554892525,0.0175405001226358,-0.0220458122129602,-0.019417028588025,0.0157225830208955,-0.0172527508857979,-0.00843901346668209,-0.03265673676584,-0.00249588267690846,-0.00476776297697918,-0.00870173900374409,0.00821482304016751,-0.00648250184822824,-0.00611136391119401,0.00292205844268466,-0.0037611300278588,0.00150615142007639,0.00275891546912893,0.000993258456390254,0.000148360205598769,-0.00432281599340001,-0.00208096275935657,0.0025717843386741,0.00322718132710294,-0.00114427582346684,0.000394699920669924,-0.000653994322932012,0.000652221324366935,-0.00169699232163548,-0.00118975565807809,-0.00085143165268041,0.00120208517983447,-0.000709387143792078,0.000411603252660295,-0.000419135998998516
"Petrogale_brachyotis",-0.0531325294657163,0.00314459299021383,0.0537666820449005,-0.0237038964143362,0.0177923983417608,0.000766170582771066,-0.0146709572624204,-0.00403908774524543,0.0103071134981505,0.0014982311100424,0.0013678408687577,-0.000257453654244875,0.0030652692699229,0.0248991922941075,-0.00535558137916802,-0.0126940429285415,-0.011833674686304,-0.00362851466617326,0.00518621070584801,-0.00188454605090908,0.00193813488665551,-0.00216559265817597,-0.00074694029741457,-0.00523263479926328,-0.00173208180716869,0.00334236229896751,-0.00114488744669506,0.00102214682799474,-0.00231512387669176,-0.000674949559296836,-0.000253241567234824,0.0016712435893438,0.00195808937920663,-0.000501179129300012,-0.000473311191844708,-6.2662179069534e-05,0.000407597136139376,-4.35672140492676e-05
"Petrogale_burbigei",-0.00417742320490232,0.0257163261892827,-0.0322029520324156,-0.0146775846449847,0.0237388490659058,-0.0351533938051267,-0.0112973548047907,0.00306992414090418,0.00520202176617518,-0.0168485800273264,0.0228564768979458,-0.00918216950884592,0.00127725150731439,-0.00142472187425485,0.00545515479211963,0.0150722060954363,0.000464524862097822,0.00863510411163279,-0.0015509591304074,-0.003295675285119,-0.00197228966061916,-0.0011374870374105,-0.00124798542233686,-0.00323243480325611,0.00195298080315215,0.00158648182510644,0.00195265745345519,0.00256874651627318,-0.00286743032723318,0.00156530716109697,-0.00165136208935252,0.0011426277188056,0.000866112343657935,0.00122947049474473,0.00047778835237847,-0.000433848714066333,-0.000219299470505987,-0.000436229316430898
"Petrogale_herberti",0.0177939552624233,0.00797971407672312,-0.023498289879758,-0.0194890819077079,-0.0055136492921682,-0.00286644998685874,-0.00216978338147055,0.0191663652199972,-0.00657038131745741,0.00142478012742373,-0.00320697128493193,0.0100450324769162,-0.00495482209869603,-0.0111375686507379,-0.014124531137439,-0.00405949396088222,-0.00698009083759821,-0.00285050112481696,-0.000734133785047842,0.00491354851889311,0.000195028281299314,-0.00462599591304213,0.00574047114943584,-0.00118873879999534,0.00901872515183635,-0.00412548506024026,-0.00249134933713182,0.000891412085165703,-0.00419130351065606,-4.00139690200749e-05,-3.71699624490915e-05,-0.0010034074029328,-0.000105227927745904,-0.000372825355618493,-0.000442213307551832,-4.07597343320825e-05,-0.000674000175023339,-3.47254548551677e-05
"Petrogale_inornata",0.0267464858634557,-0.0163915813222489,-0.0249585790064098,-0.0212529266740383,-0.00496077185612063,0.00327992919008291,-0.0066370216378779,0.0136967320440758,0.0142722702122619,-0.0010008722135621,0.0181182728331263,-0.00335567349848609,0.0028178596538265,0.0009915717138453,-0.0118567435148493,0.00074150635546527,-0.00177636268635565,-0.00392180247905849,-0.00291586293914002,0.00693605196174233,-0.0029420640102972,-0.000802903469869719,-0.00302776961647453,-0.00288501000557417,-0.00907352415222536,-0.00636957682864376,0.00218760047241996,-0.000126117344174514,0.000580761351028723,0.000895715036827587,0.00199347767920872,-0.00146774430417384,0.00047935405104304,-0.000223998552644365,0.000404516365949798,0.00103491719502108,-0.000108127141951403,-0.000405860881131261
"Petrogale_penicillata",-0.0214675525088921,-0.015652613617501,-0.0295376156335835,0.0344977207158497,0.00159140462598286,-0.0214418657888587,0.000382579016163521,0.0240424196076606,0.00567411323309088,-0.00328474943526442,-0.00783406030843106,-0.00170584130761318,-0.00690269854230393,0.0028596552462993,-0.00763772376193077,-0.00921883344808453,0.00104126476244699,-0.00597763122979327,-0.00587863473931778,-0.000110853717235748,0.00514114269673039,0.00182303899488519,-0.00494714618517661,-0.000536035020859354,0.00292412608149053,0.00215351950485402,-0.00131373082913818,0.000601780791040381,0.00341616952790814,0.00528048612570435,-0.000169658736068428,0.000108721868090615,0.000116186185179717,0.00132435737651021,-0.000762678943247852,2.77411578856282e-05,0.00047969459000669,-6.46826497709872e-05
"Petrogale_persephone",-0.0238045761654774,0.00321795414597332,-0.0220660459275101,-0.0411687805450661,0.0339942980414127,0.0148487181047021,-0.00938753527765049,0.00152665793182179,-0.0208614048060434,-0.0162754759433792,-0.00293389323367504,-0.000765629949475166,0.00548621266935512,-0.00282225707191827,-0.0118920125169907,-0.000654131984141652,0.0041854670439601,0.00416368053470869,-0.00800544008193607,-0.00253038857134639,-0.00206100126943348,0.00747493995491912,0.00298582228301066,0.00210187342219449,-0.00364824436574795,0.00280060667566169,-0.00263273408812761,0.00119907783315728,0.000578448497773844,-0.00110932620027402,-0.000232757151534251,0.00233548897505367,-0.00185023170701679,4.23595008864871e-06,-0.00112858252373489,0.000812149014404977,-0.000323136966455798,0.000207813443360391
"Petrogale_purpureicollis",0.023432138960722,0.00346765053284786,-0.00273187632750283,-0.0186813250563207,-0.0161095416748828,0.0184847865005086,0.0031088343421846,0.0270682410001533,0.020122918171857,0.0121645095688612,0.0160661830829198,0.00848423074786635,-0.0112830603159617,0.0143771602905385,0.00176148324733748,-0.0065244433283135,0.00729524895539697,-0.00269519725035634,-0.0080295247096349,-0.00314362700823377,-7.47196926128552e-05,-0.00278023309082117,-0.000811648103201891,0.00470909284822923,0.00169454716968266,0.0025422975770775,0.00362445722183111,-0.000361710606219362,0.000308318647451534,-0.00163199998049152,-0.00317648372588198,0.000404347411879643,-0.00169790161925307,-0.000771856873048966,0.00069144551233774,-6.48923226576735e-05,-0.000296379459617651,-0.000228736033842599
"Petrogale_rothschildi",-0.0137878799783431,0.0191312660032693,-0.0150769169724905,-0.00685070835625853,-0.00276879324323808,-0.0220638514212552,0.00636660917309602,0.00993860021639663,-0.0236722129339437,0.00771715940307646,0.00710958423682811,-0.00373650022570422,0.0216594344809665,0.0132072901768708,0.00314565898377189,-0.00181895510686487,0.0054529020418713,-0.00170407084461444,-0.0055376157048595,-0.00815854995473552,0.0065690729590029,0.00135761863903394,-0.00137039407274369,-0.00268340058291688,0.000570236137138744,-0.0047707461359219,-0.000814177417943806,-0.00184253529226356,0.00121853461108962,-0.000766369708746765,0.000548661516319244,-0.00076038173882549,0.000972954149650007,-0.000432921018735413,0.000469311024077439,-0.000832505303703621,-0.00103142206184878,0.000649920021890425
"Potorous_gilbertii",0.0694476331232554,-0.0800278517262959,-0.046645789637899,-0.00640670420309219,0.00332582427556214,0.0138797823247236,-0.0168075837727023,-0.0149044977244975,0.00435706219433855,-0.0120091928459875,0.008469813861065,-0.00146200097610133,0.00140556294220984,0.0103163224281403,0.00859175058209642,-0.00796584467721996,-0.00263171154026462,-0.000840048274723767,0.00359788247601318,0.00398792670824183,-0.00450003671000493,0.000621983421101636,-0.00279991021069828,-0.00086154248224214,0.00132414791013812,-0.00219811379168101,-0.00415245363246071,0.000266601350265546,0.000102738500386564,-0.0018195133570145,1.05061452894312e-06,-0.0007114571384658,-0.00186861583328478,0.00163009368653932,0.000497740890449133,-0.00107013190248312,0.000436930559980741,0.000283940997861152
"Potorous_tridactylus",0.0921146330043465,-0.0668755156257712,-0.0395851285627555,-0.00734559243646297,0.00574483764878519,0.00969299784205738,-0.0075961183919148,-0.00658226552196631,-0.0172735537302635,0.00621055275477923,-0.00556599248289034,-0.00910914444926933,0.00131193724746037,0.0121367163520894,0.00717423332829341,0.00633533279940171,-0.000830276726426822,-0.00773111882407062,0.00491660196250746,0.000127759812332487,-0.00200048770386314,0.00423955300636563,0.00489880122068503,0.00195260205534542,0.00263398971684535,0.00284496268909311,0.00461436591117985,-0.00207382748131178,-0.000319777336110531,0.00124810796177043,-0.00044953559158061,-0.0012563392439019,0.00154699015065912,-0.000387186084046801,-0.00131856533546901,0.000784492875071822,-0.000303283649441507,-8.94821171212696e-05
"Setonix_brachyurus",-0.00156229544613445,0.0489077549581918,0.0121042356517601,0.0259599673112912,0.018726083189231,5.89305750988804e-05,-0.0151795016876936,-0.0272990199203987,-0.0123593193261102,-0.00467989703362815,0.00387879653360565,0.0127351104672991,-0.0191644225045324,0.00640069944539511,0.006558088750804,0.000970583032093587,-0.00359203022020611,0.0022996090933106,-0.00773514633539391,0.00086847234704926,-0.00257430824865999,-0.00625935292599978,0.0028754363419099,0.000612675161278619,-0.00441840140523744,-0.00091500864031057,-0.00100981778829285,0.0015968656076971,0.000716998140536808,0.00203660041153133,-0.0018341524853556,-0.00284515947636474,0.000229438143855932,-0.000317382047448739,-0.000449208930373011,0.000179603240463544,-0.000279673136782986,0.000642942384649361
"Thylogale_billardierii",-0.0724553715071094,-0.0244694431708461,-0.0169327302026953,0.0344725875311738,0.00690973012373539,-0.0364426384332202,0.00411446165168177,-0.00241075647027947,0.00376551204332477,-0.0142806051687293,0.00117675896235417,0.00649620725497064,0.00590211146730448,-0.000989108289187653,2.9831786661109e-05,-0.00332119894581344,-0.00377358663549856,0.00141301612385564,0.00246989411684936,-0.0018835916233535,0.00416359511994932,-0.00134156827836507,-0.00132008753165212,0.00464022891559214,0.000357456900463695,-0.00241449867817496,0.00558977427316268,-0.000828052385221045,-0.00287477103199846,-0.00211577012980755,0.000343429699969248,8.61149356839893e-05,-0.00141730087016175,0.000161926210286024,-0.000313533787463521,0.00118396495866963,0.000939769027998598,0.000641743429039485
"Thylogale_stigmatica",-0.0400024838528506,0.0363756212442105,-0.0100581032798586,-0.00933226931894796,0.0183471720678811,0.00201067383610333,0.00143904504453733,0.018967020321997,0.000767858028456755,-0.0052295401838025,-0.0166919797967892,-0.00642162706859311,0.0100323617066001,0.0124786154815857,-0.00263059488760616,0.0078220562036116,0.0130745129384629,-0.000686406284817478,0.0128719002454594,0.00560888980460742,-0.0029087308869146,-0.00778812346675743,-0.00164812922892698,0.00450904105688793,6.49666913285954e-05,0.00316805487586355,-0.00282532718667254,0.000729287440152159,-0.000402837160050752,0.00136924272704402,0.000586988716648792,-0.00139727863964353,-0.000631109202392326,-0.000527497244069182,0.00094604150874654,0.000426286917991459,9.18227578605727e-05,0.000266517832369485
"Wallabia_bicolor",-0.0521980301072657,-0.000818787504900158,-0.000112671153065704,0.0262247403549382,0.00712114324004155,0.0116290455225766,0.003920378522243,0.00292892600228459,-0.0134347871133276,0.00368647952668449,-0.00836738068380828,0.00233010341829098,-0.00982893305851532,0.0116525459759782,-0.00410857781821491,0.00486168621898397,0.00129064666060498,0.00455507640004686,0.00433502525644264,0.0114089911286189,0.00328099754013699,0.00249751074630251,0.00161384975706262,0.00406594626797424,-0.00188573655246843,-0.00430385456799832,0.0038480128801247,0.00233705250040515,0.000707584429055773,-0.00046583083125316,0.00055196375820956,0.0022842551392405,8.02227081456735e-05,7.8780085372555e-05,-0.000555941838225249,-0.00185831961630233,-0.000353060712174067,-0.000230248797128175
